DATE,pred,ci_lower,ci_upper,pred_acc,pred_vel,country,ISO,npi_stringency_index,tests_new_per_thousand,stats_population_density,stats_population_urban,country_name,infections_var,risk_index,latitude,longitude
2020-05-27,207.7389724313688,90.0079658086893,325.4699790540483,1.744908859364711,15.99582665732083,belgium,BEL,75.0,1.179,375.564,3081719.0,Belgium,-14.425131265060998,-8.9550787590366,50.6402809,4.6667145
2020-05-28,178.8621932850608,63.634754357648674,294.08963221247296,0.08411718333417154,-7.785715964706694,belgium,BEL,75.0,0.802,375.564,3081719.0,Belgium,-28.876779146307996,-17.6260674877848,50.6402809,4.6667145
2020-05-29,152.01552498842733,35.48966360925829,268.5413863675964,-0.81513185394605,-22.500257392712243,belgium,BEL,75.0,0.895,375.564,3081719.0,Belgium,-26.84666829663348,-16.408000977980087,50.6402809,4.6667145
2020-05-30,138.6273962266866,22.86070030215187,254.39409215122134,-1.357155960391052,-31.367975587157233,belgium,BEL,75.0,0.627,375.564,3081719.0,Belgium,-13.388128761740717,-8.33287725704443,50.6402809,4.6667145
2020-05-31,99.73902744187505,0.0,216.3029712386251,-1.497258374723455,-34.697583379099925,belgium,BEL,75.0,0.446,375.564,3081719.0,Belgium,-38.88836878481156,-23.633021270886935,50.6402809,4.6667145
2020-06-01,81.68144309989647,0.0,200.3178681156263,0.49982083839729285,-6.629622580387501,belgium,BEL,75.0,0.337,375.564,3081719.0,Belgium,-18.057584341978583,-11.13455060518715,50.6402809,4.6667145
2020-06-02,49.79290609990621,0.0,165.91917663883865,0.9944381325580954,2.0717747518360476,belgium,BEL,75.0,0.639,375.564,3081719.0,Belgium,-31.888536999990258,-19.433122199994155,50.6402809,4.6667145
2020-06-03,53.02870074128801,0.0,169.55859607399117,1.254201025344993,6.7221738365399935,belgium,BEL,75.0,0.929,375.564,3081719.0,Belgium,3.2357946413818013,1.6414767848290805,50.6402809,4.6667145
2020-06-04,77.7026573268036,0.0,194.49303476649857,1.2217977907442512,7.498358923910693,belgium,BEL,75.0,0.764,375.564,3081719.0,Belgium,24.67395658551559,14.504373951309352,50.6402809,4.6667145
2020-06-05,111.58781919088703,0.0,228.46133553743448,0.9004993179834174,3.861725423733598,belgium,BEL,71.3,0.816,375.564,3081719.0,Belgium,33.88516186408343,20.045897118450057,50.6402809,4.6667145
2020-06-06,144.4264334484702,25.78795441610265,263.06491248083773,0.3838076743983607,-2.989072456405418,belgium,BEL,71.3,0.764,375.564,3081719.0,Belgium,32.83861425758316,19.417968554549894,50.6402809,4.6667145
2020-06-07,133.58716292266243,13.508225163252035,253.66610068207282,-0.26521682913045225,-11.869088508446257,belgium,BEL,71.3,0.468,375.564,3081719.0,Belgium,-10.839270525807763,-6.788762315484657,50.6402809,4.6667145
2020-06-08,107.21296731014048,0.0,228.80678293266328,-0.46187052534534334,-15.295745933983394,belgium,BEL,50.0,0.675,375.564,3081719.0,Belgium,-26.374195612521945,-16.024517367513166,50.6402809,4.6667145
2020-06-09,92.09182326853846,0.0,211.28949668517174,0.5307026619765253,-0.8188822329912094,belgium,BEL,50.0,0.95,375.564,3081719.0,Belgium,-15.121144041602022,-9.272686424961213,50.6402809,4.6667145
2020-06-10,85.99799374752575,0.0,208.85451128721297,1.0686532400825086,7.499992651730944,belgium,BEL,50.0,0.91,375.564,3081719.0,Belgium,-6.093829521012708,-3.856297712607625,50.6402809,4.6667145
2020-06-11,92.76568622489033,0.0,215.34921477653427,1.4258998385027184,13.869979105044141,belgium,BEL,50.0,0.897,375.564,3081719.0,Belgium,6.767692477364577,3.8606154864187454,50.6402809,4.6667145
2020-06-12,108.61935215291656,0.0,229.3014113629489,1.2537047641725845,13.37236487476004,belgium,BEL,50.0,0.8759999999999999,375.564,3081719.0,Belgium,15.853665928026231,9.31219955681574,50.6402809,4.6667145
2020-06-13,130.28200420799655,12.553474734838318,248.01053368115478,0.8525103734592525,7.930313355574234,belgium,BEL,50.0,0.813,375.564,3081719.0,Belgium,21.662652055079988,12.797591233047994,50.6402809,4.6667145
2020-06-14,147.5597138785071,30.22564314287594,264.89378461413827,0.26130248232116626,-0.3511006509575157,belgium,BEL,50.0,0.376,375.564,3081719.0,Belgium,17.277709670510546,10.166625802306328,50.6402809,4.6667145
2020-06-15,156.2122324101281,42.85756007814133,269.5669047421149,0.5929007804127324,5.602907493167473,belgium,BEL,50.0,0.757,375.564,3081719.0,Belgium,8.652518531621013,4.991511118972607,50.6402809,4.6667145
2020-06-16,159.67756561164308,46.36294193675383,272.9921892865323,0.8201149323143663,9.050988782544078,belgium,BEL,50.0,0.961,375.564,3081719.0,Belgium,3.465333201514966,1.8791999209089794,50.6402809,4.6667145
2020-06-17,153.89518254170983,42.36507813807769,265.42528694534195,0.6451010372643101,7.6645264185128825,belgium,BEL,50.0,1.0,375.564,3081719.0,Belgium,-5.782383069933246,-3.6694298419599476,50.6402809,4.6667145
2020-06-18,143.95872671362105,30.406597075245983,257.5108563519961,0.36450085460568843,4.150051611475512,belgium,BEL,50.0,0.887,375.564,3081719.0,Belgium,-9.936455828088782,-6.16187349685327,50.6402809,4.6667145
2020-06-19,133.3910913917155,18.504466555177615,248.27771622825338,0.029818271611863005,-1.3327196543659632,belgium,BEL,50.0,0.865,375.564,3081719.0,Belgium,-10.567635321905556,-6.540581193143334,50.6402809,4.6667145
2020-06-20,124.65816529103131,8.0956097235633,241.2207208584993,-0.3888650103217764,-7.782239646431532,belgium,BEL,50.0,0.8340000000000001,375.564,3081719.0,Belgium,-8.732926100684182,-5.439755660410509,50.6402809,4.6667145
2020-06-21,98.85447239048615,0.0,210.4916840902677,-0.7737877963025722,-14.45762893407189,belgium,BEL,50.0,0.414,375.564,3081719.0,Belgium,-25.80369290054516,-15.682215740327093,50.6402809,4.6667145
2020-06-22,80.26720328163846,0.0,193.29546283776924,-0.08359317008991207,-4.218610406824804,belgium,BEL,50.0,0.633,375.564,3081719.0,Belgium,-18.587269108847693,-11.352361465308615,50.6402809,4.6667145
2020-06-23,65.26490135692956,0.0,178.64876911719352,0.10027364659996957,-1.7863233285722036,belgium,BEL,50.0,0.892,375.564,3081719.0,Belgium,-15.002301924708902,-9.20138115482534,50.6402809,4.6667145
